,gender,age,party,hasMCTfamily,loveMoney,loveFerrisWheel,fanOfHan
743,female,51,Democratic Progressive Party,0,0,1,0
744,male,45,KMT,0,0,1,1
745,male,61,None,0,0,0,0
746,female,62,KMT,0,1,0,1
747,male,39,KMT,0,0,1,1
748,female,80,None,0,1,0,0
749,male,30,Democratic Progressive Party,0,1,1,0
750,male,51,None,1,1,0,1
751,female,59,None,0,1,1,0
752,female,41,None,0,0,1,0
753,male,35,None,0,1,0,0
754,female,58,None,1,1,0,1
755,male,57,None,0,0,0,0
756,male,51,Democratic Progressive Party,0,0,1,0
757,female,54,Democratic Progressive Party,0,0,0,0
758,male,54,None,0,0,0,0
759,female,65,KMT,0,1,1,1
760,male,46,None,0,0,1,0
761,female,17,KMT,1,0,0,0
762,male,42,KMT,0,1,0,0
763,female,60,None,0,0,1,0
764,female,48,Democratic Progressive Party,0,1,0,0
765,male,51,None,0,1,0,0
766,female,60,Democratic Progressive Party,0,1,0,0
767,male,53,KMT,0,1,0,0
768,female,52,KMT,0,0,1,1
769,male,60,None,0,1,0,0
770,female,37,None,0,0,0,0
771,female,46,KMT,0,0,1,1
772,female,68,Democratic Progressive Party,0,0,0,0
773,male,48,KMT,0,1,1,1
774,female,60,None,0,0,0,0
775,female,71,None,1,0,1,0
776,female,39,KMT,1,0,0,0
777,male,26,KMT,0,0,1,1
778,female,46,None,1,1,0,1
779,female,43,None,0,0,1,0
780,male,44,KMT,0,1,0,0
781,male,81,None,0,1,0,0
782,male,58,Democratic Progressive Party,0,1,0,0
783,male,45,None,0,1,1,0
784,male,70,None,1,0,0,0
785,male,70,Democratic Progressive Party,0,1,0,0
786,male,40,None,0,0,1,0
787,female,63,KMT,0,0,1,1
788,male,67,KMT,0,0,0,0
789,female,75,None,0,0,0,0
790,female,21,None,1,1,1,1
791,male,35,None,0,0,0,0
792,male,75,None,0,0,1,0
793,male,63,None,0,0,0,0
794,female,30,None,0,0,0,0
795,female,43,KMT,0,1,1,1
796,male,37,KMT,0,1,0,0
797,female,41,None,1,0,0,0
798,female,56,Democratic Progressive Party,0,0,0,0
799,male,77,KMT,0,0,0,0
800,female,38,None,0,0,1,0
801,female,35,None,0,0,1,0
802,male,36,None,0,1,1,0
803,female,38,KMT,0,0,0,0
804,female,47,Democratic Progressive Party,0,0,0,0
805,male,56,Democratic Progressive Party,0,1,1,0
806,female,65,None,0,1,0,0
807,female,51,KMT,1,0,1,1
808,female,46,None,0,1,0,0
809,male,64,KMT,0,1,0,0
810,female,59,None,0,0,1,0
811,male,47,Democratic Progressive Party,0,1,1,0
812,male,45,None,1,0,1,0
813,male,63,None,0,0,0,0
814,female,56,Democratic Progressive Party,0,1,0,0
815,female,15,Democratic Progressive Party,0,1,1,0
816,male,41,None,1,1,0,1
817,male,43,Democratic Progressive Party,0,1,1,0
818,male,55,KMT,0,1,0,0
819,female,31,None,0,0,0,0
820,male,59,KMT,0,0,0,0
821,female,45,None,0,1,0,0
822,female,40,None,0,1,0,0
823,male,58,Democratic Progressive Party,0,0,0,0
824,male,46,KMT,0,0,1,1
825,female,43,KMT,1,0,1,1
826,female,71,None,0,0,1,0
827,female,49,None,0,1,0,0
828,female,45,None,1,1,0,1
829,male,64,KMT,0,0,0,0
830,male,39,KMT,0,0,0,0
831,male,28,None,0,0,1,0
832,female,66,None,0,1,0,0
833,female,48,None,0,0,0,0
834,female,45,KMT,0,0,0,0
835,male,58,Democratic Progressive Party,0,1,0,0
836,male,41,Democratic Progressive Party,1,1,0,1
837,female,28,KMT,0,1,0,0
838,male,36,None,0,1,1,0
839,male,64,Democratic Progressive Party,0,1,0,0
840,female,64,Democratic Progressive Party,0,0,1,0
841,female,53,Democratic Progressive Party,0,0,0,0
842,female,52,Democratic Progressive Party,0,1,1,0
843,male,42,KMT,0,1,1,1
844,male,45,Democratic Progressive Party,0,0,0,0
845,male,24,Democratic Progressive Party,0,1,0,0
846,male,49,KMT,0,1,1,1
847,female,42,None,0,1,1,0
848,female,60,None,0,1,1,0
849,male,33,None,1,1,1,1
850,male,52,None,0,0,1,0
851,female,51,None,0,0,1,0
852,male,56,Democratic Progressive Party,0,0,1,0
853,female,57,None,0,1,0,0
854,female,58,KMT,0,0,1,1
855,male,42,KMT,0,0,0,0
856,female,39,KMT,0,1,1,1
857,female,60,KMT,0,0,0,1
858,male,51,None,0,1,0,0
859,male,49,None,1,0,0,0
860,male,39,KMT,0,1,1,1
861,male,35,Democratic Progressive Party,0,1,1,0
862,female,64,KMT,1,0,1,1
863,female,27,None,0,0,1,0
864,female,71,Democratic Progressive Party,0,1,1,0
865,female,45,None,1,1,0,1
866,male,67,KMT,0,0,1,1
867,female,58,Democratic Progressive Party,0,1,0,0
868,female,75,KMT,1,1,0,1
869,female,73,Democratic Progressive Party,0,0,1,0
870,female,50,Democratic Progressive Party,0,0,1,0
871,male,51,None,0,0,0,0
872,female,36,KMT,1,0,1,1
873,male,67,Democratic Progressive Party,0,0,0,0
874,female,21,Democratic Progressive Party,0,1,1,0
875,male,51,None,1,0,0,0
876,male,66,None,0,0,0,0
877,male,43,None,0,1,0,0
878,female,49,None,1,1,0,1
879,male,63,None,0,0,1,0
880,female,76,None,0,1,1,0
881,male,58,None,0,0,1,0
882,female,64,Democratic Progressive Party,0,0,0,0
883,male,59,KMT,0,0,1,1
884,female,13,Democratic Progressive Party,0,1,0,0
885,male,55,None,1,1,0,1
886,female,39,KMT,0,1,0,0
887,male,53,KMT,0,1,1,1
888,male,55,Democratic Progressive Party,0,1,1,0
889,male,46,KMT,0,1,1,1
890,male,38,Democratic Progressive Party,0,0,0,0
891,female,45,None,0,1,1,0
892,male,44,None,0,1,1,0
893,male,54,Democratic Progressive Party,0,0,0,0
894,female,32,KMT,1,0,0,0
895,male,42,Democratic Progressive Party,1,1,0,1
896,female,54,None,0,1,0,0
897,male,36,None,0,1,1,0
898,male,44,None,0,1,1,0
899,male,42,None,0,1,0,0
900,male,53,None,1,1,0,1
901,female,59,KMT,0,1,1,1
902,male,44,Democratic Progressive Party,1,1,1,1
903,female,54,KMT,0,1,1,1
904,male,42,Democratic Progressive Party,0,1,1,0
905,male,69,None,0,1,0,0
906,male,52,None,0,0,1,0
907,male,36,KMT,0,0,0,0
908,female,31,None,0,0,1,0
909,male,28,Democratic Progressive Party,0,1,1,0
910,female,50,KMT,0,0,1,1
911,female,63,KMT,0,0,1,1
912,female,72,None,0,1,1,0
913,female,75,KMT,0,0,0,1
914,female,64,Democratic Progressive Party,0,1,0,0
915,female,48,None,0,0,1,0
916,male,57,None,0,0,0,0
917,female,39,KMT,0,0,1,1
918,male,35,None,0,0,0,0
919,male,36,KMT,0,0,0,0
920,male,60,Democratic Progressive Party,0,0,1,0
921,male,52,None,0,1,1,0
922,male,83,KMT,0,1,1,1
923,male,41,None,0,0,0,0
924,male,23,KMT,0,1,1,1
925,female,46,None,0,1,1,0
926,female,53,KMT,0,0,0,0
927,male,33,KMT,1,0,0,0
928,male,33,Democratic Progressive Party,0,0,1,0
929,male,61,None,0,1,0,0
930,male,18,Democratic Progressive Party,1,1,1,1
931,male,70,Democratic Progressive Party,0,1,0,0
932,male,60,Democratic Progressive Party,1,0,0,0
933,female,73,Democratic Progressive Party,0,0,0,0
934,male,39,KMT,0,0,0,0
935,male,67,Democratic Progressive Party,1,1,1,1
936,male,41,Democratic Progressive Party,0,1,1,0
937,male,92,Democratic Progressive Party,0,0,1,0
938,male,53,KMT,1,1,1,1
939,female,64,None,1,0,0,0
940,female,31,Democratic Progressive Party,0,1,0,0
941,female,38,None,0,1,0,0
942,male,70,KMT,0,1,1,1
943,female,42,None,1,1,1,1
944,female,51,KMT,0,0,0,0
945,male,53,None,0,1,1,0
946,female,43,Democratic Progressive Party,0,1,0,0
947,male,69,None,0,1,0,0
948,female,57,None,0,1,1,0
949,male,55,KMT,1,1,0,0
950,male,65,KMT,0,1,1,1
951,male,26,None,0,1,1,0
952,male,55,KMT,0,0,0,0
953,male,60,KMT,1,0,1,1
954,female,79,KMT,0,0,0,1
955,female,50,KMT,0,0,1,1
956,male,43,KMT,0,1,1,1
957,male,70,Democratic Progressive Party,0,1,0,0
958,female,63,KMT,0,1,0,1
959,male,34,None,0,1,1,0
960,male,51,KMT,0,1,1,1
961,female,54,Democratic Progressive Party,0,0,1,0
962,male,33,Democratic Progressive Party,0,1,1,0
963,male,23,KMT,0,1,0,0
964,male,27,KMT,0,1,0,0
965,female,29,KMT,0,1,0,0
966,female,81,Democratic Progressive Party,0,1,1,0
967,female,63,KMT,0,0,0,1
968,male,65,Democratic Progressive Party,0,1,1,0
969,male,56,None,1,1,1,1
970,male,28,None,0,1,0,0
971,female,53,Democratic Progressive Party,0,0,1,0
972,male,58,Democratic Progressive Party,1,0,1,0
973,male,61,KMT,1,1,1,1
974,male,43,Democratic Progressive Party,0,0,0,0
975,male,41,None,1,0,0,0
976,female,60,None,0,0,0,0
977,male,32,None,0,1,0,0
978,female,56,Democratic Progressive Party,0,1,0,0
979,male,64,KMT,0,1,0,0
980,male,45,KMT,0,0,1,1
981,female,45,KMT,0,1,0,0
982,male,33,None,0,0,0,0
983,female,62,None,0,1,1,0
984,male,35,KMT,0,1,0,0
985,female,54,None,0,1,0,0
986,male,49,None,1,0,0,0
987,male,48,Democratic Progressive Party,1,0,0,0
988,female,46,KMT,0,1,0,0
989,female,56,KMT,0,0,0,1
990,male,61,KMT,0,1,1,1
991,male,74,KMT,1,1,0,0
992,female,32,KMT,0,1,1,1
993,female,30,KMT,0,1,1,1
994,female,49,KMT,0,0,1,1
995,female,40,Democratic Progressive Party,1,0,1,0
996,male,51,KMT,0,1,1,1
997,male,68,None,0,0,1,0
998,male,38,None,1,0,0,0
999,male,31,KMT,0,1,1,1
1000,female,43,None,0,1,0,0
1001,male,25,None,0,1,1,0
1002,female,26,KMT,0,0,0,0
1003,female,34,None,0,0,1,0
1004,male,53,None,0,0,0,0
1005,male,50,KMT,0,0,1,1
1006,female,54,KMT,1,0,1,1
1007,male,52,Democratic Progressive Party,1,0,0,0
1008,female,45,Democratic Progressive Party,0,1,1,0
1009,female,35,None,0,1,1,0
1010,female,85,None,0,0,0,0
1011,female,62,None,0,0,0,0
1012,female,31,KMT,0,0,0,0
1013,female,50,KMT,0,0,0,0
1014,female,61,None,0,1,0,0
1015,female,30,None,0,1,0,0
1016,male,43,None,0,0,0,0
1017,male,54,Democratic Progressive Party,1,0,0,0
1018,female,49,KMT,0,1,0,0
1019,male,56,KMT,0,0,1,1
1020,female,40,None,0,0,1,0
1021,male,74,None,0,0,0,0
1022,male,22,None,0,0,1,0
1023,male,71,None,0,1,1,0
1024,female,25,None,0,1,0,0
1025,female,45,Democratic Progressive Party,0,1,0,0
1026,female,62,Democratic Progressive Party,0,0,0,0
1027,male,65,KMT,0,1,0,0
1028,male,55,None,0,0,0,0
1029,female,47,None,0,0,1,0
1030,female,24,None,0,1,0,0
1031,male,69,Democratic Progressive Party,0,0,0,0
1032,female,62,None,0,1,0,0
1033,female,75,None,0,1,1,0
1034,female,47,None,0,1,1,0
1035,female,42,KMT,1,1,1,1
1036,male,34,KMT,1,0,1,1
1037,female,62,None,0,0,1,0
1038,male,24,Democratic Progressive Party,0,0,0,0
1039,female,57,KMT,0,0,1,1
1040,male,35,None,0,1,0,0
1041,male,42,None,0,1,0,0
1042,male,62,Democratic Progressive Party,0,0,1,0
1043,female,48,None,0,0,1,0
1044,female,73,Democratic Progressive Party,0,1,1,0
1045,male,55,None,0,0,1,0
1046,female,37,Democratic Progressive Party,0,0,0,0
1047,female,68,Democratic Progressive Party,1,1,0,1
1048,female,53,KMT,0,0,1,1
1049,male,56,Democratic Progressive Party,0,0,0,0
1050,female,29,Democratic Progressive Party,1,1,1,1
1051,male,34,None,0,0,1,0
1052,female,68,None,0,0,0,0
1053,male,82,None,1,1,0,1
1054,male,75,None,1,0,0,0
1055,male,61,KMT,1,0,1,1
1056,female,63,None,0,0,0,0
1057,male,64,KMT,0,0,1,1
1058,male,12,None,0,0,0,0
1059,female,53,None,0,1,0,0
1060,female,15,None,1,0,0,0
1061,male,42,KMT,0,1,1,1
1062,male,86,Democratic Progressive Party,0,0,1,0
1063,female,57,None,0,1,1,0
1064,female,65,Democratic Progressive Party,0,0,0,0
1065,male,38,KMT,0,1,0,0
1066,female,50,None,0,0,0,0
1067,male,58,Democratic Progressive Party,0,0,0,0
1068,female,46,Democratic Progressive Party,0,0,0,0
1069,female,34,None,1,0,1,0
1070,male,45,KMT,0,1,0,0
1071,female,52,Democratic Progressive Party,0,0,0,0
1072,female,23,Democratic Progressive Party,0,1,1,0
1073,male,42,Democratic Progressive Party,0,0,0,0
1074,female,37,Democratic Progressive Party,0,0,0,0
1075,female,19,KMT,0,1,1,1
1076,male,49,KMT,0,0,0,0
1077,female,54,None,0,1,1,0
1078,female,44,KMT,1,0,1,1
1079,female,62,KMT,0,0,1,1
1080,female,80,KMT,0,1,1,1
1081,female,54,None,0,0,0,0
1082,male,64,None,0,0,1,0
1083,female,52,Democratic Progressive Party,1,1,1,1
1084,female,71,None,0,0,0,0
1085,female,37,None,0,1,0,0
1086,male,58,KMT,0,1,0,0
1087,male,49,Democratic Progressive Party,0,1,1,0
1088,male,59,None,0,1,1,0
1089,male,27,None,1,1,0,1
1090,male,47,None,0,0,0,0
1091,male,79,KMT,1,0,0,0
1092,female,30,KMT,0,0,0,0
1093,female,72,KMT,0,1,1,1
1094,male,15,KMT,0,0,1,1
1095,male,15,None,0,1,0,0
1096,female,45,None,1,0,1,0
1097,female,53,None,0,0,0,0
1098,female,38,KMT,0,0,1,1
1099,female,57,None,0,0,1,0
1100,female,40,Democratic Progressive Party,0,1,1,0
1101,male,34,None,0,1,0,0
1102,female,40,KMT,0,1,1,1
1103,male,79,None,0,1,1,0
1104,male,78,None,0,0,0,0
1105,female,29,KMT,0,0,0,0
1106,male,65,KMT,0,1,1,1
1107,female,49,None,0,1,0,0
1108,male,66,KMT,0,0,1,1
1109,male,56,KMT,1,1,0,0
1110,female,43,KMT,0,1,0,0
1111,male,61,None,0,1,1,0
1112,female,52,None,0,0,1,0
1113,female,59,None,1,1,1,1
1114,female,62,KMT,0,0,1,1
1115,female,48,KMT,0,1,1,1
1116,female,61,Democratic Progressive Party,0,1,0,0
1117,female,46,None,0,0,1,0
1118,male,54,None,0,1,1,0
1119,male,53,Democratic Progressive Party,1,0,1,0
1120,female,36,Democratic Progressive Party,1,0,0,0
1121,male,32,KMT,0,1,0,0
1122,female,73,KMT,1,0,0,1
1123,female,27,KMT,1,1,0,0
1124,female,44,None,0,1,1,0
1125,male,29,None,0,0,1,0
1126,male,44,Democratic Progressive Party,0,0,0,0
1127,male,64,None,0,0,0,0
1128,male,52,None,0,1,1,0
1129,male,62,None,0,1,1,0
1130,female,30,None,1,0,0,0
1131,female,40,Democratic Progressive Party,0,0,1,0
1132,male,54,None,0,1,0,0
1133,male,74,None,0,1,0,0
1134,male,17,None,0,1,0,0
1135,male,68,KMT,0,0,0,0
1136,male,63,None,1,0,0,0
1137,male,45,Democratic Progressive Party,0,1,0,0
1138,female,42,None,0,0,1,0
1139,male,54,Democratic Progressive Party,0,1,0,0
1140,female,54,None,0,1,1,0
1141,female,67,None,0,0,0,0
1142,female,51,KMT,0,0,1,1
1143,male,62,KMT,0,1,1,1
1144,female,78,Democratic Progressive Party,0,0,0,0
1145,female,60,KMT,0,0,1,1
1146,female,39,KMT,1,0,0,0
1147,female,62,Democratic Progressive Party,1,0,0,0
1148,female,74,None,0,1,0,0
1149,female,68,None,0,0,1,0
1150,male,50,KMT,0,0,0,0
1151,male,65,Democratic Progressive Party,1,0,0,0
1152,female,44,None,0,1,1,0
1153,female,54,None,1,1,1,1
1154,female,71,None,0,1,0,0
1155,male,36,KMT,0,1,1,1
1156,female,50,None,0,1,1,0
1157,male,55,None,0,0,0,0
1158,female,49,None,0,1,1,0
1159,female,38,KMT,1,0,1,1
1160,female,55,None,0,0,1,0
1161,female,69,None,0,1,0,0
1162,male,63,Democratic Progressive Party,0,0,0,0
1163,female,47,None,0,1,1,0
1164,female,78,KMT,0,0,1,1
1165,male,44,KMT,1,1,0,0
1166,female,73,KMT,1,1,1,1
1167,female,38,Democratic Progressive Party,0,1,0,0
1168,male,59,KMT,0,0,1,1
1169,male,52,Democratic Progressive Party,0,0,1,0
1170,male,55,KMT,0,1,0,0
1171,female,46,Democratic Progressive Party,1,1,1,1
1172,male,86,Democratic Progressive Party,0,1,1,0
1173,female,52,None,0,1,1,0
1174,male,60,None,1,0,1,0
1175,female,51,Democratic Progressive Party,0,0,1,0
1176,male,58,None,0,1,1,0
1177,male,51,Democratic Progressive Party,1,1,0,1
1178,male,52,KMT,0,0,1,1
1179,female,53,Democratic Progressive Party,0,0,0,0
1180,female,57,None,0,1,1,0
1181,female,35,Democratic Progressive Party,0,1,0,0
1182,male,55,None,0,0,0,0
1183,male,29,KMT,1,1,1,1
1184,female,25,None,1,0,0,0
1185,male,64,KMT,1,1,0,0
1186,male,31,Democratic Progressive Party,0,1,1,0
1187,female,62,Democratic Progressive Party,0,0,1,0
1188,female,71,KMT,0,0,1,1
1189,male,65,Democratic Progressive Party,0,0,1,0
1190,female,64,KMT,0,1,0,1
1191,female,52,KMT,0,1,0,0
1192,male,66,Democratic Progressive Party,0,0,1,0
1193,male,43,None,1,0,0,0
1194,male,52,Democratic Progressive Party,0,1,0,0
1195,male,43,KMT,0,0,0,0
1196,female,28,None,0,0,1,0
1197,female,18,Democratic Progressive Party,0,1,1,0
1198,female,72,None,0,1,0,0
1199,female,60,KMT,0,1,1,1
1200,male,31,Democratic Progressive Party,1,1,1,1
1201,female,39,None,0,1,1,0
1202,male,31,None,0,0,0,0
1203,male,45,None,0,1,0,0
1204,male,40,None,0,0,1,0
1205,male,52,Democratic Progressive Party,0,0,0,0
1206,male,39,KMT,0,1,0,0
1207,female,59,None,0,0,1,0
1208,male,38,Democratic Progressive Party,1,1,1,1
1209,female,70,Democratic Progressive Party,0,1,1,0
1210,female,72,KMT,0,0,0,1
1211,male,12,Democratic Progressive Party,0,1,0,0
1212,female,51,None,0,0,1,0
1213,female,35,Democratic Progressive Party,0,0,0,0
1214,male,36,Democratic Progressive Party,0,0,0,0
1215,female,50,KMT,0,0,0,0
1216,male,44,None,1,0,1,0
1217,male,12,None,0,1,1,0
1218,female,68,None,0,0,1,0
1219,male,45,Democratic Progressive Party,0,1,0,0
1220,female,65,None,1,1,1,1
1221,female,74,None,0,0,1,0
1222,male,75,KMT,0,0,1,1
1223,female,56,Democratic Progressive Party,0,0,0,0
1224,male,71,Democratic Progressive Party,0,1,0,0
1225,female,47,None,0,0,1,0
1226,female,69,None,0,0,1,0
1227,female,56,None,0,0,0,0
1228,female,79,Democratic Progressive Party,0,0,1,0
1229,male,62,KMT,0,0,0,0
1230,male,61,KMT,0,0,1,1
1231,male,48,None,0,0,0,0
1232,female,53,Democratic Progressive Party,1,1,1,1
1233,female,51,None,1,0,0,0
1234,male,46,None,0,1,1,0
1235,female,41,None,0,0,0,0
1236,female,25,None,0,0,0,0
1237,female,69,None,0,1,1,0
1238,female,50,Democratic Progressive Party,0,0,1,0
1239,female,18,None,0,1,1,0
1240,male,51,KMT,1,0,1,1
1241,female,30,Democratic Progressive Party,0,1,0,0
1242,male,54,None,0,0,0,0
1243,female,36,KMT,0,1,1,1
1244,female,75,None,0,1,1,0
1245,female,50,Democratic Progressive Party,1,1,1,1
1246,male,49,Democratic Progressive Party,0,1,0,0
1247,male,57,Democratic Progressive Party,0,0,1,0
1248,male,47,None,0,1,0,0
1249,male,53,None,1,0,1,0
1250,male,43,None,0,0,0,0
1251,female,20,Democratic Progressive Party,1,0,1,0
1252,female,38,KMT,0,1,1,1
1253,male,53,None,0,1,1,0
1254,female,50,KMT,0,1,0,0
1255,female,49,KMT,0,1,1,1
1256,male,50,None,0,1,0,0
1257,male,31,Democratic Progressive Party,0,1,1,0
1258,male,42,KMT,0,1,0,0
1259,male,69,None,0,0,0,0
1260,male,57,None,0,0,0,0
1261,male,51,None,0,1,1,0
1262,male,46,KMT,1,0,0,0
1263,female,46,None,0,0,1,0
1264,male,24,Democratic Progressive Party,0,1,0,0
1265,female,55,Democratic Progressive Party,1,1,0,1
1266,female,47,KMT,0,1,0,0
1267,male,58,Democratic Progressive Party,0,0,0,0
1268,male,43,None,0,1,0,0
1269,male,17,None,1,0,1,0
1270,female,62,None,0,0,0,0
1271,female,40,Democratic Progressive Party,0,0,1,0
1272,female,42,None,0,1,0,0
1273,female,61,KMT,1,1,1,1
1274,male,41,KMT,0,1,1,1
1275,female,81,None,0,1,1,0
1276,male,23,KMT,0,0,1,1
1277,female,39,None,0,0,0,0
1278,male,28,KMT,0,0,1,1
1279,female,47,None,0,1,1,0
1280,male,61,None,0,0,1,0
1281,female,48,KMT,0,1,1,1
1282,male,50,Democratic Progressive Party,0,0,1,0
1283,male,52,Democratic Progressive Party,0,0,1,0
1284,female,46,KMT,0,1,1,1
1285,female,69,Democratic Progressive Party,0,0,1,0
1286,male,46,KMT,0,1,1,1
1287,female,50,KMT,0,1,1,1
1288,female,21,KMT,0,0,0,0
1289,male,67,KMT,0,1,1,1
1290,female,80,None,0,1,0,0
1291,male,73,KMT,0,1,0,0
1292,female,58,None,0,0,0,0
1293,female,44,None,0,1,0,0
1294,male,64,Democratic Progressive Party,0,1,0,0
1295,female,43,KMT,1,1,0,0
1296,male,44,KMT,1,0,1,1
1297,male,76,KMT,0,0,1,1
1298,male,60,Democratic Progressive Party,1,0,0,0
1299,male,16,Democratic Progressive Party,0,1,0,0
1300,male,73,Democratic Progressive Party,1,0,0,0
1301,female,48,Democratic Progressive Party,0,1,0,0
1302,female,44,KMT,0,0,0,0
1303,female,44,KMT,0,1,0,0
1304,female,40,KMT,0,1,0,0
1305,female,37,KMT,0,1,0,0
1306,male,70,None,0,0,1,0
1307,male,54,None,0,1,0,0
1308,female,44,KMT,0,0,1,1
1309,female,44,Democratic Progressive Party,0,0,1,0
1310,male,44,None,0,1,0,0
1311,female,66,KMT,0,1,1,1
1312,male,50,None,1,1,1,1
1313,male,49,None,0,0,1,0
1314,female,29,Democratic Progressive Party,1,1,1,1
1315,male,35,KMT,0,0,0,0
1316,male,39,None,0,1,1,0
1317,male,45,None,0,0,0,0
1318,male,49,KMT,0,1,0,0
1319,male,50,Democratic Progressive Party,0,1,0,0
1320,female,0,KMT,0,0,1,1
1321,male,51,None,0,1,0,0
1322,female,51,Democratic Progressive Party,1,1,0,1
1323,male,60,Democratic Progressive Party,0,1,1,0
1324,male,69,Democratic Progressive Party,0,0,0,0
1325,male,52,None,0,0,0,0
1326,male,54,Democratic Progressive Party,0,0,0,0
1327,female,58,KMT,0,1,0,1
1328,female,66,KMT,0,0,1,1
1329,female,47,None,0,0,0,0
1330,female,34,None,0,0,1,0
1331,female,78,None,0,0,0,0
1332,female,42,None,0,0,0,0
1333,male,44,KMT,1,1,1,1
1334,male,60,Democratic Progressive Party,0,1,0,0
1335,female,48,None,1,1,1,1
1336,male,53,KMT,1,1,0,0
1337,female,31,None,0,0,1,0
1338,male,48,KMT,0,1,1,1
1339,female,65,None,0,1,1,0
1340,male,51,None,0,0,1,0
1341,female,58,KMT,0,1,0,1
1342,male,66,KMT,0,0,0,0
1343,female,19,None,0,1,0,0
1344,female,63,None,0,0,1,0
1345,male,47,None,0,1,1,0
1346,male,70,None,0,0,1,0
1347,male,37,KMT,0,1,0,0
1348,male,48,KMT,0,1,1,1
1349,female,29,Democratic Progressive Party,0,0,1,0
1350,female,37,None,0,0,0,0
1351,male,66,Democratic Progressive Party,1,1,1,1
1352,female,36,None,0,1,1,0
1353,male,72,KMT,0,1,1,1
1354,male,64,None,0,0,0,0
1355,male,77,KMT,0,1,0,0
1356,female,33,KMT,0,1,0,0
1357,male,26,None,0,0,1,0
1358,male,51,None,1,1,1,1
1359,female,60,KMT,0,0,1,1
1360,female,46,KMT,0,1,1,1
1361,female,67,KMT,0,1,0,1
1362,female,36,None,0,0,1,0
1363,male,58,None,0,0,1,0
1364,male,49,KMT,0,0,1,1
1365,female,47,Democratic Progressive Party,1,1,0,1
1366,male,57,None,0,0,1,0
1367,female,59,KMT,0,0,1,1
1368,female,27,Democratic Progressive Party,1,0,1,0
1369,male,37,KMT,0,0,1,1
1370,male,22,KMT,0,0,1,1
1371,male,54,KMT,0,0,0,0
1372,female,17,None,1,0,1,0
1373,female,42,None,0,0,0,0
1374,male,36,Democratic Progressive Party,0,0,1,0
1375,female,32,Democratic Progressive Party,1,0,1,0
1376,female,67,None,0,0,0,0
1377,female,67,KMT,1,1,1,1
1378,male,43,None,0,1,0,0
1379,female,63,None,0,1,1,0
1380,male,63,Democratic Progressive Party,1,1,0,1
1381,female,57,None,0,1,1,0
1382,female,59,Democratic Progressive Party,0,0,1,0
1383,male,15,None,0,0,1,0
1384,male,41,Democratic Progressive Party,0,1,1,0
1385,female,62,KMT,0,1,1,1
1386,male,61,KMT,0,1,0,0
1387,male,59,KMT,0,1,1,1
1388,male,62,KMT,0,0,0,0
1389,male,53,None,0,1,1,0
1390,female,60,Democratic Progressive Party,1,1,0,1
1391,male,29,None,0,0,1,0
1392,female,35,None,0,1,1,0
1393,male,62,KMT,0,0,0,0
1394,male,54,None,0,1,1,0
1395,male,33,KMT,0,1,1,1
1396,male,29,KMT,0,1,0,0
1397,female,65,Democratic Progressive Party,0,1,1,0
1398,female,72,Democratic Progressive Party,0,1,1,0
1399,female,59,KMT,0,1,0,1
1400,female,39,KMT,0,1,1,1
1401,male,61,None,0,0,0,0
1402,female,27,KMT,0,1,0,0
1403,female,65,KMT,0,0,0,1
1404,male,43,None,1,1,0,1
1405,female,43,Democratic Progressive Party,1,0,0,0
1406,female,40,None,0,0,1,0
1407,male,56,KMT,0,1,1,1
1408,male,36,None,0,0,1,0
1409,female,60,None,0,0,0,0
1410,male,40,None,0,1,0,0
1411,female,44,KMT,0,1,1,1
1412,female,25,Democratic Progressive Party,0,0,0,0
1413,male,39,None,0,1,1,0
1414,male,58,KMT,0,1,0,0
1415,female,47,Democratic Progressive Party,0,0,1,0
1416,female,41,Democratic Progressive Party,1,1,1,1
1417,male,51,Democratic Progressive Party,0,0,0,0
